employee_code,first_name,last_name,age,store_srcid,position_name,position_grade_srcid,work_experience,email,phone,personal_address,currency,currency_code,month_salary,credit_card,start_date,end_date,is_active
34-1789602,Esteban,Fallon,40,251,executive vice president of sales,experienced,15,efallon0@forbes.com,674-428-0932,66 Bultman Avenue,Real,BRL,934.01,5.61E+15,2-Oct-17,-99,ÈÑÒÈÍÀ
58-5792205,Zara,McKain,37,347,director of inside sales,expert,3,zmckain1@tiny.cc,705-573-7999,3314 Shasta Center,Rupiah,IDR,431.69,3.67E+13,10-Mar-17,-99,ËÎÆÜ
58-5078273,Skell,Gawthorpe,21,198,account executive,expert,10,sgawthorpe2@ibm.com,805-198-1785,9496 Hazelcrest Road,Pound,SYP,508.52,4.84E+15,25-Jun-17,-99,ËÎÆÜ
10-9526067,Marris,Noteyoung,27,897,assistant store manager,middle,6,mnoteyoung3@cbslocal.com,921-665-0164,70 Rieder Trail,Yuan Renminbi,CNY,816.05,5.60E+16,25-Jan-17,-99,ÈÑÒÈÍÀ
16-3566835,Edee,Isakov,45,136,sales coordinator,expert,9,eisakov4@sohu.com,291-844-1560,0191 Ruskin Hill,Ruble,RUB,570.39,3.57E+15,3-Sep-17,-99,ÈÑÒÈÍÀ
72-5970148,Adham,Woodfine,48,702,retail sales consultant,experienced,13,awoodfine5@bravesites.com,775-454-7330,4011 Maryland Lane,Yuan Renminbi,CNY,685.14,3.56E+15,9-Dec-16,-99,ÈÑÒÈÍÀ
47-1990589,Claiborn,Whear,32,252,director of inside sales,expert,11,cwhear6@wordpress.org,140-943-3767,50996 Nelson Place,Euro,EUR,480.79,3.57E+15,29-Mar-17,-99,ËÎÆÜ
21-5626481,Talia,McKinnon,31,984,director of national sales,middle,8,tmckinnon7@topsy.com,402-538-1521,00 Golf Course Circle,Dollar,USD,875.51,2.01E+14,23-Sep-17,-99,ÈÑÒÈÍÀ
38-5587769,Nissy,Bunworth,54,728,sales coordinator,expert,3,nbunworth8@dell.com,676-779-2266,8311 Crowley Plaza,Dinar,RSD,817.87,5.61E+15,15-Mar-17,-99,ËÎÆÜ
81-5066975,Sib,Bonhomme,40,981,director of national sales,middle,5,sbonhomme9@un.org,454-678-4429,599 Kenwood Place,Rupee,LKR,708.21,5.60E+15,13-Feb-17,-99,ËÎÆÜ
02-2606616,Roderic,Akess,37,229,retail sales consultant,middle,1,rakessa@sourceforge.net,671-451-4330,459 Bluestem Way,Krona,SEK,720.56,3.04E+13,30-Apr-17,-99,ËÎÆÜ
88-2250973,Olive,Mcimmie,58,434,retail sales consultant,middle,8,omcimmieb@sbwire.com,158-796-5642,1 American Terrace,Peso,ARS,524.50,6.39E+15,11-Apr-17,-99,ÈÑÒÈÍÀ
51-3599927,Annemarie,Spall,28,283,sales coordinator,expert,7,aspallc@photobucket.com,780-449-2902,11 Memorial Lane,Yuan Renminbi,CNY,793.36,5.60E+15,15-Feb-17,-99,ËÎÆÜ
80-6143242,Heinrick,Beagin,47,727,sales coordinator,novice,7,hbeagind@cargocollective.com,461-730-0004,00 Bashford Parkway,Rupiah,IDR,981.72,5.60E+15,2-Feb-17,-99,ËÎÆÜ
59-3535799,Lois,Raithbie,55,604,financial advisor,experienced,3,lraithbiee@gmpg.org,796-358-0867,1066 Crowley Alley,Euro,EUR,464.28,5.01E+15,30-Jan-17,-99,ÈÑÒÈÍÀ
52-5166892,Malanie,Meddick,34,849,director of national sales,novice,12,mmeddickf@sohu.com,343-204-4182,40 Gulseth Alley,Shekel,ILS,555.55,5.89E+16,18-Dec-16,-99,ÈÑÒÈÍÀ
42-2544507,Dayna,Mauchlen,34,855,financial advisor,middle,4,dmauchleng@businessinsider.com,904-276-4375,09 Eggendart Park,Yuan Renminbi,CNY,505.35,5.01E+15,11-Aug-17,-99,ÈÑÒÈÍÀ
51-9984328,Modestia,Done,28,294,financial planner,expert,15,mdoneh@zdnet.com,280-673-7953,638 Lawn Alley,Naira,NGN,471.03,5.60E+18,6-Jul-17,-99,ÈÑÒÈÍÀ
08-7895091,Bard,Covey,42,540,director of inside sales,expert,6,bcoveyi@woothemes.com,314-188-2385,3 Dunning Hill,Dollar,USD,550.79,6.33E+17,11-Jun-17,-99,ËÎÆÜ
30-6665991,Kipp,Illidge,65,388,sales associate,expert,1,killidgej@imageshack.us,317-363-1786,843 Nancy Crossing,Ruble,RUB,538.19,3.56E+15,8-Jan-17,-99,ÈÑÒÈÍÀ
62-4720885,Freddy,Woosnam,26,490,sales director,experienced,2,fwoosnamk@e-recht24.de,453-131-9921,5471 Westerfield Center,Ariary,MGA,731.64,5.60E+18,30-Jul-17,-99,ÈÑÒÈÍÀ
13-3063638,Dodi,Lelliott,43,165,sales coordinator,middle,4,dlelliottl@xing.com,404-753-3070,16431 Sugar Crossing,Dollar,USD,486.22,4.04E+12,26-Aug-17,-99,ÈÑÒÈÍÀ
