employee_code,first_name,last_name,age,store_srcid,position_name,position_grade_srcid,work_experience,email,phone,personal_address,currency,currency_code,month_salary,credit_card,start_date,end_date,is_active
97-0228355,Rosmunda,Strongitharm,60,978,account executive,expert,10,rstrongitharm0@indiegogo.com,682-451-3181,02 Scott Hill,Rupiah,IDR,406.68,3.55E+15,4-Aug-17,-99,ËÎÆÜ
92-8404870,Blisse,Kehri,30,646,sales representative,expert,5,bkehri1@plala.or.jp,373-505-5952,9 Straubel Park,Yuan Renminbi,CNY,443.93,2.02E+14,29-Dec-16,-99,ËÎÆÜ
10-0195013,Gabi,Pentecust,31,846,executive vice president of sales,middle,12,gpentecust2@tmall.com,725-308-8666,038 Randy Court,Som,KGS,911.14,3.59E+15,7-Aug-17,-99,ÈÑÒÈÍÀ
23-3186962,Griffith,Syddie,24,680,sales representative,novice,10,gsyddie3@meetup.com,155-679-5849,11049 Cordelia Center,Euro,EUR,772.97,6.30E+18,25-Apr-17,-99,ËÎÆÜ
75-5155687,Gideon,Bhar,19,936,financial planner,middle,7,gbhar4@bloglovin.com,111-608-3954,911 Scofield Hill,Krona,SEK,363.84,5.60E+15,13-May-17,-99,ËÎÆÜ
15-8234471,Decca,Cottrill,35,940,store manager,middle,8,dcottrill5@ustream.tv,412-336-3677,02842 Portage Junction,Franc,CDF,556.61,5.60E+15,23-Oct-17,-99,ËÎÆÜ
95-9235205,Madelina,Espadate,65,973,executive vice president of sales,expert,1,mespadate6@earthlink.net,718-151-5087,865 Trailsway Junction,Hryvnia,UAH,620.76,4.04E+12,9-Feb-17,-99,ÈÑÒÈÍÀ
39-5649922,Gaylord,Pacey,37,336,financial advisor,middle,4,gpacey7@reuters.com,720-696-4280,71 Burning Wood Park,Colon,CRC,729.91,6.77E+17,15-Mar-17,-99,ËÎÆÜ
74-3161614,Hamnet,Newrick,29,316,sales associate,experienced,9,hnewrick8@cdbaby.com,653-668-3329,33 2nd Drive,Peso,PHP,857.52,3.56E+15,21-Mar-17,-99,ËÎÆÜ
56-2194084,Rooney,Stocks,40,220,director of national sales,middle,14,rstocks9@1688.com,813-848-7922,10 Onsgard Lane,Dollar,USD,514.14,6.76E+17,3-Apr-17,-99,ËÎÆÜ
46-8430336,Rhodie,Mattke,19,956,director of inside sales,novice,7,rmattkea@foxnews.com,421-128-5021,468 Logan Crossing,Rial,YER,555.36,6.76E+18,28-May-17,-99,ÈÑÒÈÍÀ
93-3666730,Jill,Jeannin,34,39,retail sales consultant,novice,4,jjeanninb@china.com.cn,898-576-4053,1513 7th Court,Rupiah,IDR,647.14,3.01E+13,4-Jun-17,-99,ËÎÆÜ
90-9704763,Carmita,Butfield,24,279,sales representative,middle,14,cbutfieldc@github.com,790-415-1665,6727 Longview Pass,Peso,ARS,456.72,5.60E+15,21-Apr-17,-99,ÈÑÒÈÍÀ
50-6141672,Hermann,Douglas,63,56,executive vice president of sales,middle,6,hdouglasd@google.com.au,361-621-9815,92 Surrey Parkway,Euro,EUR,911.45,5.28E+15,30-Jan-17,-99,ËÎÆÜ
21-3464158,Laina,Sutor,36,143,assistant store manager,novice,2,lsutore@g.co,144-854-8910,32707 Almo Alley,Peso,ARS,697.69,6.77E+17,30-Apr-17,-99,ÈÑÒÈÍÀ
86-4611979,Karney,Mulbery,27,275,account executive,middle,4,kmulberyf@arstechnica.com,645-637-9216,8354 Anzinger Parkway,Yuan Renminbi,CNY,864.31,3.55E+15,21-Aug-17,-99,ËÎÆÜ
68-1643232,Maxi,Folonin,62,456,financial advisor,middle,11,mfoloning@jalbum.net,338-994-5717,23071 Sachs Center,Euro,EUR,455.85,5.02E+17,10-Apr-17,-99,ËÎÆÜ
22-9589517,Stephani,Likly,38,254,sales associate,middle,15,sliklyh@psu.edu,379-424-5208,22896 Rieder Terrace,Ruble,RUB,415.00,6.37E+15,10-May-17,-99,ËÎÆÜ
49-1904211,Anastassia,Somersett,47,489,executive vice president of sales,experienced,15,asomersetti@hud.gov,371-465-0846,1762 Menomonie Place,Krone,NOK,436.77,2.02E+14,4-Aug-17,-99,ÈÑÒÈÍÀ
49-7139723,Prue,Pardy,36,31,sales representative,expert,2,ppardyj@amazon.com,826-621-0884,8764 Iowa Plaza,Real,BRL,777.14,5.60E+15,19-Jan-17,-99,ÈÑÒÈÍÀ
26-8917475,Alisha,Mabey,57,645,store manager,expert,6,amabeyk@shop-pro.jp,676-890-1489,7 Clarendon Terrace,Real,BRL,391.60,6.77E+18,16-Jan-17,-99,ÈÑÒÈÍÀ
01-7267693,Tadd,Manna,31,372,sales representative,experienced,3,tmannal@eventbrite.com,969-433-0331,49636 Chinook Street,Krona,SEK,784.44,6.71E+16,26-Jun-17,-99,ËÎÆÜ
12-5770906,Otis,Garling,63,91,financial advisor,expert,3,ogarlingm@dion.ne.jp,610-969-7353,5 Becker Park,Yuan Renminbi,CNY,444.52,5.02E+18,4-Mar-17,-99,ËÎÆÜ
65-4225721,Danette,Trevains,62,386,sales coordinator,expert,7,dtrevainsn@oaic.gov.au,464-908-5262,36 Scott Way,Manat,AZN,524.08,6.76E+15,30-Nov-16,-99,ÈÑÒÈÍÀ
43-2650421,Elora,Matignon,35,171,retail sales consultant,novice,14,ematignono@usgs.gov,393-431-9915,9 Steensland Terrace,Yuan Renminbi,CNY,573.55,6.33E+15,24-Aug-17,-99,ËÎÆÜ
