employee_code,first_name,last_name,age,store_srcid,position_name,position_grade_srcid,work_experience,email,phone,personal_address,currency,currency_code,month_salary,credit_card,start_date,end_date,is_active
62-6812278,Didi,Syrad,29,506,retail sales consultant,middle,4,dsyrad0@elegantthemes.com,665-293-9085,25975 Basil Drive,Rupiah,IDR,849.90,3.79E+14,25-Jan-17,-99,ËÎÆÜ
96-6514948,Ulises,Gotfrey,31,321,store manager,middle,5,ugotfrey1@fotki.com,685-295-5597,31890 Delladonna Crossing,Lempira,HNL,894.28,3.59E+15,16-May-17,-99,ËÎÆÜ
19-1876293,Lemuel,Skaid,37,768,account executive,experienced,3,lskaid2@rakuten.co.jp,574-824-0439,7302 Delladonna Crossing,Krona,SEK,461.61,5.60E+15,2-Oct-17,-99,ËÎÆÜ
33-8626649,Gretna,Lismore,43,966,sales director,novice,10,glismore3@lycos.com,895-424-4337,6 Clyde Gallagher Road,Real,BRL,788.89,6.71E+17,26-Apr-17,-99,ÈÑÒÈÍÀ
66-2807432,Nollie,Friese,19,574,store manager,experienced,8,nfriese4@example.com,501-156-9342,35 Lake View Point,Rupiah,IDR,771.55,5.60E+18,16-Mar-17,-99,ËÎÆÜ
22-1211739,Mack,Francesconi,32,864,executive vice president of sales,expert,6,mfrancesconi5@cornell.edu,168-452-6655,61342 Westend Court,Euro,EUR,917.15,6.71E+16,21-Jun-17,-99,ÈÑÒÈÍÀ
38-7410332,Gilberto,Crichmere,47,694,store manager,expert,3,gcrichmere6@desdev.cn,426-368-1146,432 Talisman Center,Yuan Renminbi,CNY,408.74,6.40E+15,12-Oct-17,-99,ÈÑÒÈÍÀ
86-4829234,Inglebert,Allott,64,150,store manager,middle,4,iallott7@si.edu,778-929-9008,01950 Holmberg Park,Yuan Renminbi,CNY,517.01,3.53E+15,15-Oct-17,-99,ËÎÆÜ
41-1302068,Sisile,Gruszczak,35,15,store manager,middle,13,sgruszczak8@dion.ne.jp,325-592-8873,4564 Commercial Place,Yuan Renminbi,CNY,922.92,6.76E+17,3-Jul-17,-99,ËÎÆÜ
05-3757819,Verine,Brimacombe,29,653,retail sales consultant,expert,6,vbrimacombe9@cpanel.net,310-286-2556,61 Kedzie Avenue,Ruble,RUB,575.43,5.10E+15,27-Nov-16,-99,ÈÑÒÈÍÀ
57-0819665,Granger,Keppin,56,90,sales associate,experienced,5,gkeppina@ft.com,934-232-5609,32594 Graceland Lane,Real,BRL,553.92,5.00E+15,26-Nov-16,-99,ËÎÆÜ
94-6720587,Tiffy,Twidle,33,203,sales representative,middle,6,ttwidleb@reuters.com,757-712-3397,30 Sugar Place,Yuan Renminbi,CNY,915.02,3.55E+15,2-Sep-17,-99,ËÎÆÜ
02-1589209,Gus,Tomek,52,451,director of inside sales,experienced,12,gtomekc@addthis.com,298-612-8129,7 Harper Alley,Rupiah,IDR,580.28,3.04E+13,31-May-17,-99,ËÎÆÜ
01-1096547,Lucho,Wattins,37,573,account executive,novice,9,lwattinsd@alibaba.com,899-949-8968,25691 Namekagon Point,Yuan Renminbi,CNY,834.53,5.04E+15,4-Aug-17,-99,ÈÑÒÈÍÀ
52-3584898,Waverly,Starsmore,52,850,sales representative,novice,15,wstarsmoree@forbes.com,380-889-4212,1 Sloan Pass,Rupiah,IDR,920.24,4.04E+15,8-Jan-17,-99,ÈÑÒÈÍÀ
49-3972973,Ailee,Bollum,44,475,financial planner,expert,9,abollumf@trellian.com,392-377-1826,3 Michigan Parkway,Pound,EGP,792.91,3.53E+15,12-Mar-17,-99,ËÎÆÜ
64-3862984,Gardner,Matyasik,43,757,financial planner,novice,11,gmatyasikg@domainmarket.com,978-632-0093,152 Menomonie Court,Manat,AZN,890.30,3.57E+15,28-May-17,-99,ÈÑÒÈÍÀ
70-7644872,Marjie,Levecque,60,374,sales associate,novice,5,mlevecqueh@tripod.com,595-961-3710,21 Butternut Center,Ruble,RUB,389.19,3.58E+15,28-Feb-17,-99,ÈÑÒÈÍÀ
80-1596426,Tab,Keating,33,110,account executive,expert,14,tkeatingi@ifeng.com,754-376-0911,86 Almo Pass,Zloty,PLN,811.93,3.55E+15,5-Mar-17,-99,ËÎÆÜ
97-7789988,Guendolen,Garrad,57,713,retail sales consultant,expert,6,ggarradj@plala.or.jp,160-655-1131,53517 Reindahl Crossing,Dalasi,GMD,770.42,6.40E+15,17-Sep-17,-99,ÈÑÒÈÍÀ
24-3072712,Lory,Lundie,62,330,sales director,middle,8,llundiek@fda.gov,597-654-3790,01315 Everett Road,Koruna,CZK,454.32,5.11E+15,26-Dec-16,-99,ËÎÆÜ
78-7514001,Marie-ann,Ruberti,21,587,sales director,expert,6,mrubertil@techcrunch.com,414-717-8610,32 Meadow Valley Lane,Krona,SEK,537.64,6.71E+16,11-Sep-17,-99,ËÎÆÜ
76-4603387,Morly,Elden,49,295,director of national sales,middle,12,meldenm@hp.com,491-627-1036,9128 Clemons Hill,Euro,EUR,654.47,3.56E+15,25-Aug-17,-99,ÈÑÒÈÍÀ
71-6999465,Mahalia,Stanner,22,513,executive vice president of sales,experienced,1,mstannern@domainmarket.com,875-368-9000,5 Hollow Ridge Point,Yen,JPY,558.05,3.54E+15,25-Jan-17,-99,ÈÑÒÈÍÀ
92-9849228,Ramsey,Chettoe,29,191,sales associate,expert,9,rchettoeo@noaa.gov,451-364-1955,63 Dennis Parkway,Yuan Renminbi,CNY,851.42,3.54E+15,24-Dec-16,-99,ËÎÆÜ
33-0000260,Hugh,Massot,56,341,account executive,expert,12,hmassotp@comsenz.com,961-790-0782,3401 Leroy Place,Euro,EUR,896.81,5.61E+16,4-Jul-17,-99,ËÎÆÜ
78-0276134,Kandace,Aleswell,29,154,sales director,middle,6,kaleswellq@pinterest.com,841-468-4565,3 Jay Lane,Yuan Renminbi,CNY,477.89,3.59E+15,25-Nov-16,-99,ËÎÆÜ
87-1040172,Gearalt,Mulford,63,158,account executive,experienced,13,gmulfordr@cnbc.com,322-569-4921,97092 Buhler Drive,Dong,VND,580.08,3.72E+14,20-Jul-17,-99,ËÎÆÜ
