employee_code,first_name,last_name,age,store_srcid,position_name,position_grade_srcid,work_experience,email,phone,personal_address,currency,currency_code,month_salary,credit_card,start_date,end_date,is_active
49-7091055,Peggi,Drescher,34,630,sales director,novice,5,pdrescher0@a8.net,270-426-9172,596 Buhler Place,Dollar,TWD,856.72,3.74E+14,25-Jul-17,-99,ÈÑÒÈÍÀ
08-0301842,Celinka,Gosden,34,444,sales associate,experienced,14,cgosden1@usda.gov,390-308-5076,0657 Bowman Circle,Euro,EUR,628.34,4.84E+15,28-Apr-17,-99,ËÎÆÜ
95-9107690,Janela,MacLaughlin,36,842,store manager,experienced,8,jmaclaughlin2@homestead.com,330-530-4926,22680 Dahle Road,Peso,COP,377.61,3.57E+15,21-Sep-17,-99,ËÎÆÜ
72-3072083,Shay,Cahill,32,882,retail sales consultant,expert,11,scahill3@digg.com,422-605-4952,7335 Anzinger Terrace,Yuan Renminbi,CNY,784.50,5.01E+15,27-Sep-17,-99,ÈÑÒÈÍÀ
54-6745345,Neda,Szimoni,32,119,director of inside sales,novice,14,nszimoni4@typepad.com,540-764-8225,0 Ohio Trail,Ruble,RUB,892.81,5.00E+15,24-Jul-17,-99,ËÎÆÜ
06-9780048,Dianna,Cockran,44,25,sales representative,experienced,10,dcockran5@state.gov,404-219-0845,893 Homewood Center,Ruble,RUB,802.99,5.60E+16,4-Jan-17,-99,ÈÑÒÈÍÀ
73-1637557,Ann,Brade,54,114,account executive,experienced,7,abrade6@indiatimes.com,594-778-8326,9 Messerschmidt Parkway,Yuan Renminbi,CNY,656.93,5.45E+15,10-Aug-17,-99,ËÎÆÜ
24-2003719,Sherwood,Condie,32,616,director of national sales,expert,3,scondie7@behance.net,509-471-9298,598 Graedel Alley,Kina,PGK,501.27,3.58E+15,29-Dec-16,-99,ËÎÆÜ
11-5807890,Sigismundo,Bickford,48,409,store manager,expert,9,sbickford8@geocities.jp,848-417-2521,245 Roxbury Plaza,Dalasi,GMD,967.85,3.58E+15,2-Oct-17,-99,ÈÑÒÈÍÀ
34-4635229,Laurette,Hellwich,65,7,assistant store manager,novice,8,lhellwich9@whitehouse.gov,462-219-7338,1 Scoville Way,Shilling,TZS,455.20,3.55E+15,8-Apr-17,-99,ËÎÆÜ
07-2849582,Row,Semiras,53,356,financial advisor,expert,12,rsemirasa@51.la,919-781-0404,2448 Magdeline Way,Rupiah,IDR,915.32,3.58E+15,28-Jan-17,-99,ËÎÆÜ
