employee_code,first_name,last_name,age,store_srcid,position_name,position_grade_srcid,work_experience,email,phone,personal_address,currency,currency_code,month_salary,credit_card,start_date,end_date,is_active
37-2382518,Alexis,Tomblin,45,466,financial planner,novice,10,atomblin0@opera.com,378-612-0653,6 Saint Paul Avenue,Euro,EUR,699.11,3.57E+15,30-May-17,-99,ËÎÆÜ
45-3208289,Jarrod,Huggins,63,71,assistant store manager,middle,12,jhuggins1@biglobe.ne.jp,674-129-3110,30698 Pawling Terrace,Yuan Renminbi,CNY,490.79,4.84E+15,1-Sep-17,-99,ËÎÆÜ
80-8875202,Lorianne,Kruschev,41,72,sales associate,expert,3,lkruschev2@g.co,561-144-2200,59418 Summerview Circle,Ruble,RUB,383.26,5.01E+15,29-May-17,-99,ËÎÆÜ
48-2952657,Carling,Antonioni,27,342,account executive,middle,7,cantonioni3@comcast.net,117-785-1151,7551 Bluestem Park,Krona,SEK,551.05,3.76E+14,8-May-17,-99,ËÎÆÜ
46-6372581,Salvador,Downe,61,703,financial planner,expert,12,sdowne4@goo.gl,214-116-9126,23 Merchant Trail,Rand,ZAR,438.18,3.79E+14,1-Oct-17,-99,ÈÑÒÈÍÀ
20-4724200,Natalya,Featherby,49,310,director of inside sales,experienced,7,nfeatherby5@meetup.com,327-362-0740,7 Pepper Wood Pass,Yuan Renminbi,CNY,817.64,3.56E+15,13-Nov-17,-99,ËÎÆÜ
34-8460644,Eloise,De Cruze,32,496,sales director,expert,4,edecruze6@boston.com,513-955-7672,0074 Northland Trail,Dollar,USD,931.65,5.05E+15,2-Aug-17,-99,ËÎÆÜ
77-6957228,Roda,Howgill,26,428,director of inside sales,expert,4,rhowgill7@deviantart.com,918-529-8289,6199 Corscot Place,Euro,EUR,998.64,5.11E+15,15-Jun-17,-99,ËÎÆÜ
28-0452390,Annie,O'Deoran,56,862,store manager,experienced,5,aodeoran8@wp.com,292-276-6327,3 Tomscot Trail,Peso,DOP,720.43,3.55E+15,12-Jan-17,-99,ËÎÆÜ
20-5734936,Jaquith,McClancy,31,759,sales associate,novice,13,jmcclancy9@google.com.hk,424-873-5804,8200 Wayridge Place,Yuan Renminbi,CNY,699.01,4.41E+15,17-May-17,-99,ÈÑÒÈÍÀ
26-8329112,Rakel,McClory,55,62,sales director,novice,3,rmcclorya@yahoo.com,172-780-8433,68654 Continental Junction,Peso,PHP,816.57,5.61E+15,26-Jan-17,-99,ËÎÆÜ
62-7550948,Cull,Blondel,34,904,financial planner,expert,11,cblondelb@photobucket.com,547-742-4594,9449 Leroy Alley,Dirham,MAD,831.39,3.56E+15,5-Mar-17,-99,ËÎÆÜ
79-2074394,Willi,Shotboult,30,490,financial planner,experienced,2,wshotboultc@mlb.com,717-906-1808,90905 Gale Hill,Sol,PEN,894.04,5.55E+15,15-Jul-17,-99,ËÎÆÜ
