employee_code,first_name,last_name,age,store_srcid,position_name,position_grade_srcid,work_experience,email,phone,personal_address,currency,currency_code,month_salary,credit_card,start_date,end_date,is_active
16-2276175,Jolene,Slane,20,610,sales associate,expert,1,jslane0@sbwire.com,916-928-1603,8908 Bellgrove Center,Real,BRL,578.58,2.02E+14,27-Sep-17,-99,ÈÑÒÈÍÀ
51-7627311,Alvie,Hoodlass,21,670,director of national sales,novice,12,ahoodlass1@archive.org,645-255-6560,0 Mitchell Park,Euro,EUR,980.90,3.56E+15,11-Jun-17,-99,ÈÑÒÈÍÀ
46-8201269,Alisa,Watkin,34,927,financial advisor,novice,6,awatkin2@eventbrite.com,499-113-5681,7190 Messerschmidt Hill,Ruble,RUB,570.07,3.59E+15,6-Sep-17,-99,ÈÑÒÈÍÀ
90-7656119,Olga,Alcott,60,553,director of national sales,experienced,10,oalcott3@hatena.ne.jp,818-659-3085,190 Warbler Junction,Yuan Renminbi,CNY,588.10,5.60E+15,9-Aug-17,-99,ËÎÆÜ
53-7927444,Lesli,Benardet,31,809,store manager,middle,8,lbenardet4@utexas.edu,745-632-9973,43 Spaight Way,Yuan Renminbi,CNY,636.62,2.02E+14,25-Mar-17,-99,ËÎÆÜ
38-6370021,Lois,Tomsa,18,789,financial planner,middle,6,ltomsa5@blogs.com,928-913-6802,66201 American Ash Parkway,Zloty,PLN,729.84,5.61E+15,22-Jul-17,-99,ËÎÆÜ
35-5955479,Durand,Josiah,34,981,sales associate,novice,9,djosiah6@shareasale.com,568-536-8008,98129 Sauthoff Court,Lev,BGN,790.77,6.76E+17,8-Feb-17,-99,ÈÑÒÈÍÀ
58-2150533,Loralee,Purshouse,26,538,director of inside sales,novice,13,lpurshouse7@cloudflare.com,154-879-9596,95585 1st Drive,Franc,XOF,998.85,6.76E+17,18-Nov-16,-99,ÈÑÒÈÍÀ
50-4076811,Alina,Baggelley,44,463,executive vice president of sales,experienced,4,abaggelley8@pagesperso-orange.fr,387-406-9817,945 Killdeer Street,Rupiah,IDR,875.95,4.04E+15,24-Oct-17,-99,ÈÑÒÈÍÀ
26-1271791,Elvyn,Woodhouse,31,532,director of inside sales,middle,7,ewoodhouse9@reference.com,929-195-2726,9017 Schiller Circle,Naira,NGN,898.93,3.54E+15,21-Jul-17,-99,ËÎÆÜ
00-5648737,Lemmy,Madders,59,569,sales representative,middle,11,lmaddersa@si.edu,833-518-2236,42 6th Park,Pound,EGP,925.74,5.02E+18,19-Sep-17,-99,ËÎÆÜ
98-9111991,Bron,Ramalho,48,679,assistant store manager,novice,15,bramalhob@tinyurl.com,202-401-5128,81 Bartelt Way,Dollar,USD,414.14,3.53E+15,11-Aug-17,-99,ÈÑÒÈÍÀ
45-8815047,Helaine,Dottridge,37,904,assistant store manager,expert,11,hdottridgec@whitehouse.gov,502-892-1993,27686 Columbus Hill,Franc,XOF,647.29,3.53E+15,28-Apr-17,-99,ÈÑÒÈÍÀ
50-4494751,Claudina,Lumsdaine,60,236,sales associate,experienced,5,clumsdained@alexa.com,510-235-8544,2 Londonderry Plaza,Euro,EUR,396.24,5.00E+15,9-Feb-17,-99,ÈÑÒÈÍÀ
