employee_code,first_name,last_name,age,store_srcid,position_name,position_grade_srcid,work_experience,email,phone,personal_address,currency,currency_code,month_salary,credit_card,start_date,end_date,is_active
80-1944250,Leah,Blacklock,33,394,director of national sales,middle,4,lblacklock0@home.pl,451-278-5297,65 Mesta Center,Euro,EUR,360.37,3.55E+15,22-Oct-17,-99,ÈÑÒÈÍÀ
83-0004833,Amory,Crowch,58,805,director of inside sales,middle,9,acrowch1@amazon.co.jp,733-973-6059,36 Riverside Road,Peso,PHP,359.21,3.58E+15,5-May-17,-99,ÈÑÒÈÍÀ
34-4770691,Lanny,McKeady,50,523,sales associate,middle,14,lmckeady2@miibeian.gov.cn,649-728-7891,242 Scott Place,Peso,PHP,479.68,4.84E+15,20-Apr-17,-99,ÈÑÒÈÍÀ
93-6589195,Karlene,Chadburn,56,165,retail sales consultant,experienced,5,kchadburn3@chicagotribune.com,179-507-4620,9 Main Drive,Rupiah,IDR,545.00,3.55E+15,3-Jul-17,-99,ÈÑÒÈÍÀ
11-6480473,Reid,Bilham,24,309,director of national sales,middle,7,rbilham4@ning.com,802-160-4661,67 Crest Line Point,Tenge,KZT,354.57,4.51E+15,27-Aug-17,-99,ÈÑÒÈÍÀ
01-8492498,Jule,Wrey,25,26,store manager,middle,5,jwrey5@vkontakte.ru,589-565-8559,06472 Blue Bill Park Parkway,Peso,DOP,460.07,5.02E+16,8-Jan-17,-99,ËÎÆÜ
07-8606755,Wrennie,Scholefield,47,299,sales representative,novice,10,wscholefield6@shop-pro.jp,729-673-5470,09 Northview Crossing,Hryvnia,UAH,906.20,4.91E+18,21-Oct-17,-99,ËÎÆÜ
35-7997897,Darby,Blackbrough,33,806,sales director,novice,3,dblackbrough7@histats.com,505-339-0746,1325 Fair Oaks Road,Won,KRW,488.83,3.58E+15,8-Jan-17,-99,ÈÑÒÈÍÀ
27-7428437,Brietta,Leiden,40,182,financial planner,expert,8,bleiden8@feedburner.com,486-549-1151,07912 Forster Drive,Tugrik,MNT,593.31,3.56E+15,13-Mar-17,-99,ÈÑÒÈÍÀ
77-8679689,Corny,Harron,45,90,director of inside sales,experienced,3,charron9@cbslocal.com,846-386-7067,06594 Holy Cross Alley,Ruble,RUB,991.62,6.30E+16,22-Jun-17,-99,ËÎÆÜ
44-4279937,Ann,Purbrick,42,754,store manager,experienced,1,apurbricka@yale.edu,318-510-2607,1 Anderson Park,Yuan Renminbi,CNY,678.14,2.02E+14,15-Sep-17,-99,ËÎÆÜ
89-8777433,Germain,Pomfrey,62,496,director of inside sales,expert,15,gpomfreyb@tinyurl.com,720-631-8558,7425 Forest Run Hill,Rupiah,IDR,595.19,3.53E+15,9-Dec-16,-99,ÈÑÒÈÍÀ
15-6172189,Brice,MacNamara,33,942,sales associate,experienced,4,bmacnamarac@census.gov,593-514-5234,5 Anthes Junction,Baht,THB,544.79,3.58E+15,20-May-17,-99,ËÎÆÜ
15-3861196,Sloan,McClunaghan,65,562,director of national sales,experienced,1,smcclunaghand@bbc.co.uk,397-297-1981,9762 Kropf Parkway,Ruble,RUB,544.72,3.54E+15,29-Sep-17,-99,ËÎÆÜ
83-4653316,Myrilla,Olcot,33,104,executive vice president of sales,expert,10,molcote@yahoo.com,691-726-3155,84 Columbus Circle,Rupiah,IDR,684.49,6.05E+14,27-Mar-17,-99,ÈÑÒÈÍÀ
33-5951348,Cully,Balk,34,668,retail sales consultant,expert,2,cbalkf@wp.com,689-682-2833,518 Fordem Crossing,Real,BRL,677.45,3.56E+15,11-May-17,-99,ËÎÆÜ
12-9838580,Benjie,Sketh,65,750,executive vice president of sales,experienced,10,bskethg@dailymotion.com,138-795-0848,00704 Montana Circle,Lempira,HNL,922.32,3.56E+15,12-Mar-17,-99,ËÎÆÜ
