employee_code,first_name,last_name,age,store_srcid,position_name,position_grade_srcid,work_experience,email,phone,personal_address,currency,currency_code,month_salary,credit_card,start_date,end_date,is_active
71-2298245,Suzanne,Macallam,44,34,retail sales consultant,experienced,7,smacallam0@cafepress.com,906-803-5425,97 Knutson Avenue,Zloty,PLN,554.44,5.12E+15,11-Oct-17,-99,ËÎÆÜ
68-5543931,Lynn,Telford,54,25,account executive,expert,1,ltelford1@who.int,316-735-4991,62 Marcy Point,Bolivar,VEF,532.91,5.60E+15,13-Jan-17,-99,ÈÑÒÈÍÀ
80-4430879,Rabi,Pock,31,846,sales coordinator,novice,8,rpock2@columbia.edu,307-369-5621,89 Wayridge Street,Ruble,RUB,507.88,5.02E+18,4-Mar-17,-99,ËÎÆÜ
47-4456022,Torey,Masseo,53,774,assistant store manager,middle,11,tmasseo3@smugmug.com,713-809-6120,03002 Shelley Circle,Dollar,USD,514.50,3.59E+15,24-Feb-17,-99,ËÎÆÜ
70-2558767,Bartel,Bargh,47,752,financial advisor,middle,12,bbargh4@europa.eu,295-281-5139,83959 Riverside Place,Rupiah,IDR,828.03,6.33E+15,20-Jul-17,-99,ËÎÆÜ
21-6787811,Kahlil,Dearlove,27,122,financial planner,novice,13,kdearlove5@bbb.org,953-444-4838,70622 Erie Point,Euro,EUR,545.40,3.74E+14,14-May-17,-99,ÈÑÒÈÍÀ
45-8730765,Klaus,Cicutto,26,443,sales director,middle,11,kcicutto6@aboutads.info,554-268-8322,420 Vidon Circle,Sol,PEN,748.47,3.57E+15,17-Mar-17,-99,ËÎÆÜ
09-5423658,Lothaire,Minillo,19,42,assistant store manager,experienced,6,lminillo7@odnoklassniki.ru,944-360-9210,97 Melrose Hill,Ruble,RUB,664.21,3.54E+15,8-May-17,-99,ÈÑÒÈÍÀ
56-9709575,Cate,Tiffany,62,206,assistant store manager,middle,1,ctiffany8@who.int,917-931-9194,06659 Pawling Hill,Dollar,CAD,846.29,2.02E+14,23-Apr-17,-99,ÈÑÒÈÍÀ
51-0110975,Fons,Spurryer,58,768,financial advisor,novice,8,fspurryer9@ebay.co.uk,963-677-2736,698 Dovetail Place,Peso,PHP,563.59,5.01E+15,16-Dec-16,-99,ÈÑÒÈÍÀ
37-3991682,Janella,Einchcombe,41,352,executive vice president of sales,expert,12,jeinchcombea@economist.com,975-830-4474,0 Lyons Pass,Quetzal,GTQ,665.59,4.91E+15,24-Oct-17,-99,ËÎÆÜ
73-8817253,Bil,Grunson,55,512,financial planner,experienced,13,bgrunsonb@biglobe.ne.jp,984-905-6205,18 Clove Junction,Sol,PEN,422.66,6.77E+15,19-Dec-16,-99,ÈÑÒÈÍÀ
44-0717033,Harwilll,Hargrave,34,457,sales associate,middle,11,hhargravec@fda.gov,507-133-1913,3042 Memorial Street,Yuan Renminbi,CNY,544.91,3.55E+15,11-Apr-17,-99,ÈÑÒÈÍÀ
32-3597359,Bailie,Rigglesford,39,141,sales representative,experienced,1,brigglesfordd@latimes.com,119-262-7773,232 Laurel Lane,Euro,EUR,689.16,3.04E+13,16-Oct-17,-99,ËÎÆÜ
