employee_code,first_name,last_name,age,store_srcid,position_name,position_grade_srcid,work_experience,email,phone,personal_address,currency,currency_code,month_salary,credit_card,start_date,end_date,is_active
89-7098617,Manya,Eldered,43,860,sales representative,novice,1,meldered0@nhs.uk,871-517-5651,95750 Mesta Road,Naira,NGN,559.58,3.55E+15,28-Dec-16,-99,ÈÑÒÈÍÀ
73-5909625,Gabrielle,Lerwill,22,883,sales representative,expert,1,glerwill1@wikimedia.org,795-647-2155,662 Continental Lane,Ruble,RUB,900.35,5.60E+15,17-Apr-17,-99,ÈÑÒÈÍÀ
01-4291679,Malissa,Sainer,56,368,financial advisor,experienced,15,msainer2@smh.com.au,572-581-6549,566 Florence Terrace,Yuan Renminbi,CNY,726.00,3.56E+15,12-Nov-17,-99,ËÎÆÜ
08-9898684,Barbie,Latour,60,799,store manager,experienced,14,blatour3@usa.gov,248-610-6404,850 Paget Crossing,Dram,AMD,979.61,3.38E+14,10-Jan-17,-99,ÈÑÒÈÍÀ
57-7246134,Derril,Whebell,57,196,financial planner,expert,14,dwhebell4@sun.com,668-977-1259,662 Packers Park,Ruble,RUB,420.62,2.02E+14,6-Dec-16,-99,ÈÑÒÈÍÀ
50-0328469,Veronike,Shoreman,33,494,sales director,middle,12,vshoreman5@twitter.com,273-941-5329,1998 Delaware Road,Euro,EUR,380.59,3.57E+15,28-Apr-17,-99,ÈÑÒÈÍÀ
95-9598835,Brit,Ellard,29,752,account executive,expert,12,bellard6@tinypic.com,924-259-6498,7528 Fairfield Circle,Dollar,NZD,672.24,3.58E+15,26-Nov-16,-99,ÈÑÒÈÍÀ
87-3599342,Fanny,Duckit,63,909,retail sales consultant,experienced,14,fduckit7@woothemes.com,380-583-1992,0693 Raven Plaza,Rupiah,IDR,685.63,5.02E+16,11-Dec-16,-99,ÈÑÒÈÍÀ
57-4067949,Delmor,Thonason,22,954,retail sales consultant,expert,3,dthonason8@stumbleupon.com,995-623-7271,19 Hermina Plaza,Peso,PHP,748.24,3.53E+15,14-Sep-17,-99,ËÎÆÜ
73-5562545,Hewe,Tarrier,20,253,retail sales consultant,middle,13,htarrier9@friendfeed.com,828-192-8312,49 Northfield Circle,Yuan Renminbi,CNY,434.88,3.54E+15,4-Mar-17,-99,ÈÑÒÈÍÀ
31-7471558,Clevey,Twelvetree,40,155,retail sales consultant,experienced,14,ctwelvetreea@seesaa.net,380-486-3905,6 Nancy Pass,Ruble,BYR,354.53,3.74E+14,28-Oct-17,-99,ËÎÆÜ
62-4817221,Alexandr,Stayte,40,964,sales associate,experienced,3,astayteb@reverbnation.com,632-100-4853,958 Toban Street,Rupiah,IDR,457.52,3.05E+13,3-Mar-17,-99,ÈÑÒÈÍÀ
16-1767113,Karilynn,Santon,32,419,executive vice president of sales,middle,10,ksantonc@mysql.com,264-491-4963,96 Artisan Park,Naira,NGN,449.85,5.05E+15,25-Apr-17,-99,ËÎÆÜ
75-1246509,Joan,Pilgrim,57,747,financial planner,middle,2,jpilgrimd@friendfeed.com,217-206-3108,614 Forest Street,Real,BRL,731.03,5.60E+15,27-Jun-17,-99,ÈÑÒÈÍÀ
49-2231130,Edsel,Kervin,60,529,director of national sales,expert,1,ekervine@goodreads.com,923-155-4473,0 Kings Plaza,Rupiah,IDR,558.45,5.10E+15,3-Mar-17,-99,ËÎÆÜ
48-6880038,Delcine,Kinder,23,583,retail sales consultant,middle,11,dkinderf@sina.com.cn,266-289-8533,495 Lawn Drive,Rupiah,IDR,838.83,2.02E+14,19-Mar-17,-99,ÈÑÒÈÍÀ
07-5047739,Lucio,Domniney,19,573,store manager,expert,1,ldomnineyg@mac.com,604-330-5244,5 Northfield Circle,Yuan Renminbi,CNY,527.22,6.40E+15,1-Jan-17,-99,ËÎÆÜ
55-8060424,Colet,Shephard,48,170,sales representative,experienced,2,cshephardh@narod.ru,248-195-9314,075 Havey Parkway,Euro,EUR,749.23,5.01E+15,2-May-17,-99,ÈÑÒÈÍÀ
97-2651438,Johnathan,Elsegood,59,742,director of national sales,middle,7,jelsegoodi@cbslocal.com,627-575-3495,0647 Summit Parkway,Yuan Renminbi,CNY,999.46,4.18E+15,14-Jul-17,-99,ÈÑÒÈÍÀ
22-7269214,Corinna,Torricina,47,85,executive vice president of sales,experienced,15,ctorricinaj@simplemachines.org,604-782-9081,084 Michigan Place,Rupiah,IDR,655.32,5.60E+15,22-Dec-16,-99,ÈÑÒÈÍÀ
28-1372279,Kat,Featherston,56,573,sales representative,expert,7,kfeatherstonk@marketwatch.com,247-691-8026,7 6th Street,Franc,XOF,927.81,3.56E+15,21-Jul-17,-99,ËÎÆÜ
59-4570810,Jolene,Ferrer,55,877,sales representative,novice,10,jferrerl@jigsy.com,528-463-6722,9 Pearson Pass,Zloty,PLN,828.32,3.38E+14,20-Jun-17,-99,ËÎÆÜ
25-8542269,Phip,Bazek,33,430,executive vice president of sales,novice,5,pbazekm@zimbio.com,725-417-5101,91 Crownhardt Place,Lempira,HNL,453.67,6.76E+17,5-Nov-17,-99,ËÎÆÜ
35-2047479,Killie,Peachman,47,694,financial planner,novice,4,kpeachmann@telegraph.co.uk,186-455-3741,66291 Paget Place,Sol,PEN,722.66,3.59E+15,24-Sep-17,-99,ËÎÆÜ
34-2019666,Koral,Orhrt,61,392,account executive,novice,10,korhrto@china.com.cn,200-294-9493,5137 Maryland Pass,Taka,BDT,974.63,3.54E+15,14-Mar-17,-99,ËÎÆÜ
54-3294717,Adair,Powley,27,582,sales associate,middle,2,apowleyp@sfgate.com,432-403-9534,4811 Autumn Leaf Center,Peso,MXN,658.99,3.58E+15,28-Apr-17,-99,ËÎÆÜ
28-5875336,Sol,Ellam,64,365,financial advisor,expert,6,sellamq@bing.com,233-441-4041,9 Lillian Center,Peso,PHP,851.84,3.58E+15,11-Jul-17,-99,ÈÑÒÈÍÀ
07-8304519,Fin,Woolfoot,44,47,sales associate,novice,8,fwoolfootr@blogs.com,640-478-3119,80 Bay Circle,Peso,PHP,518.73,5.89E+16,3-Feb-17,-99,ÈÑÒÈÍÀ
88-6656734,Blondie,Manuele,21,640,financial advisor,expert,2,bmanueles@youtube.com,951-733-8052,054 Butterfield Drive,Ruble,RUB,476.78,3.54E+15,10-Feb-17,-99,ËÎÆÜ
17-5135313,Yard,Dusey,25,209,executive vice president of sales,middle,14,yduseyt@indiatimes.com,229-479-1492,3 Schmedeman Parkway,Dollar,USD,977.45,5.60E+15,1-Dec-16,-99,ËÎÆÜ
16-6585731,Burg,De Ferraris,54,485,sales representative,novice,8,bdeferrarisu@wikispaces.com,339-168-4840,123 Thompson Park,Rand,ZAR,742.73,3.59E+15,20-Feb-17,-99,ËÎÆÜ
88-6922916,Dav,Croose,45,740,director of inside sales,novice,13,dcroosev@amazon.co.jp,209-960-9327,49 Porter Pass,Peso,PHP,958.41,3.57E+15,10-Feb-17,-99,ÈÑÒÈÍÀ
90-2114910,Manfred,Toffolo,18,623,financial advisor,novice,12,mtoffolow@4shared.com,297-496-0613,96 David Crossing,Koruna,CZK,856.06,3.57E+15,28-Nov-16,-99,ËÎÆÜ
65-0707934,Bernie,Eim,47,667,sales coordinator,middle,3,beimx@cbsnews.com,614-368-8938,216 Old Shore Hill,Krone,DKK,987.07,3.55E+15,13-Mar-17,-99,ËÎÆÜ
58-4008393,Klement,Pallin,27,38,store manager,middle,11,kpalliny@imgur.com,170-133-4995,52263 Green Ridge Park,Hryvnia,UAH,814.48,3.57E+15,9-May-17,-99,ÈÑÒÈÍÀ
37-4601446,Valerye,Banke,53,577,store manager,middle,10,vbankez@upenn.edu,246-817-7068,76 Glacier Hill Park,Rupiah,IDR,568.14,5.60E+15,18-Feb-17,-99,ËÎÆÜ
04-4440828,Briggs,Chimienti,54,244,director of inside sales,novice,10,bchimienti10@live.com,374-250-8028,736 Lunder Alley,Rupiah,IDR,992.06,3.57E+15,14-Mar-17,-99,ÈÑÒÈÍÀ
64-6567233,Nathanael,de Nore,33,612,retail sales consultant,middle,10,ndenore11@yale.edu,937-570-4808,3 Johnson Trail,Lempira,HNL,466.02,5.43E+15,18-Feb-17,-99,ËÎÆÜ
00-2741181,Rana,Santarelli,24,615,retail sales consultant,novice,5,rsantarelli12@phoca.cz,981-314-5837,2 Dexter Alley,Euro,EUR,955.77,5.60E+18,1-Aug-17,-99,ÈÑÒÈÍÀ
48-8631911,Irving,Lebreton,32,420,executive vice president of sales,expert,4,ilebreton13@macromedia.com,842-917-9904,58635 Westport Pass,Yuan Renminbi,CNY,613.92,4.91E+15,30-Sep-17,-99,ÈÑÒÈÍÀ
88-2108358,Meriel,Konig,64,341,director of national sales,novice,5,mkonig14@si.edu,285-650-3775,703 Larry Court,Rupiah,IDR,972.19,3.74E+14,17-Jun-17,-99,ÈÑÒÈÍÀ
20-7307148,Gusta,Stoter,61,478,director of national sales,experienced,4,gstoter15@google.com.au,546-116-6020,69 Vahlen Center,Yuan Renminbi,CNY,634.52,3.56E+15,2-Jan-17,-99,ÈÑÒÈÍÀ
71-6058210,Amelie,Sutcliff,36,578,store manager,novice,7,asutcliff16@buzzfeed.com,293-686-1557,026 Ludington Alley,Krona,SEK,518.78,5.60E+15,13-Oct-17,-99,ÈÑÒÈÍÀ
89-5022695,Seumas,Freeth,48,912,sales director,experienced,8,sfreeth17@youtube.com,163-865-4940,716 Thompson Street,Zloty,PLN,370.04,3.53E+15,3-Dec-16,-99,ÈÑÒÈÍÀ
78-0940494,Diane-marie,Dargue,38,774,assistant store manager,middle,15,ddargue18@ning.com,141-245-0749,7 Warner Parkway,Bolivar,VEF,375.87,6.76E+17,27-Oct-17,-99,ÈÑÒÈÍÀ
39-8408121,Richart,Paffot,38,17,director of national sales,middle,5,rpaffot19@stanford.edu,361-496-2169,6706 Moulton Terrace,Lempira,HNL,588.12,3.53E+15,22-Mar-17,-99,ËÎÆÜ
49-9874950,Gregoor,Dickman,36,358,sales associate,middle,5,gdickman1a@nature.com,682-604-4581,396 Dennis Park,Sol,PEN,930.30,3.58E+15,6-Dec-16,-99,ËÎÆÜ
63-1428628,Tobit,MacConnechie,42,62,director of national sales,expert,1,tmacconnechie1b@cbslocal.com,809-324-8232,9901 Nancy Place,Ruble,RUB,477.68,3.54E+15,30-Oct-17,-99,ËÎÆÜ
98-6668031,Elga,De Gogay,65,451,sales coordinator,expert,2,edegogay1c@mashable.com,273-543-4241,404 Kedzie Park,Quetzal,GTQ,447.04,5.60E+15,11-Sep-17,-99,ËÎÆÜ
18-0468632,Nicolina,Kither,24,217,sales representative,middle,13,nkither1d@rediff.com,477-299-1663,7113 Moose Crossing,Peso,CLP,412.11,6.33E+18,16-Feb-17,-99,ÈÑÒÈÍÀ
66-9332711,Eddie,Mary,64,642,director of national sales,experienced,6,emary1e@about.me,112-282-7267,50 Petterle Crossing,Rupiah,IDR,976.47,3.55E+15,29-Sep-17,-99,ËÎÆÜ
60-7848935,Clareta,Sheekey,46,180,retail sales consultant,middle,3,csheekey1f@sfgate.com,296-484-4623,5211 Bashford Park,Rial,YER,360.47,3.54E+15,11-Aug-17,-99,ÈÑÒÈÍÀ
60-0761274,Herrick,Shurey,62,396,store manager,novice,3,hshurey1g@cnbc.com,355-743-1661,7755 Gateway Center,Kuna,HRK,549.08,3.54E+15,22-May-17,-99,ËÎÆÜ
10-4010401,Orin,Doxsey,51,721,financial advisor,middle,15,odoxsey1h@nature.com,589-306-2491,29 Sloan Center,Yuan Renminbi,CNY,455.47,3.38E+14,2-Jun-17,-99,ËÎÆÜ
89-4852717,Edmon,Dykes,45,791,executive vice president of sales,middle,13,edykes1i@unesco.org,792-693-8724,5 Cardinal Place,Kwacha,ZMW,626.65,5.64E+17,29-Mar-17,-99,ÈÑÒÈÍÀ
