employee_code,first_name,last_name,age,store_srcid,position_name,position_grade_srcid,work_experience,email,phone,personal_address,currency,currency_code,month_salary,credit_card,start_date,end_date,is_active
08-4161210,Clementia,Shearme,47,809,account executive,novice,15,cshearme0@ox.ac.uk,892-345-6614,753 Messerschmidt Place,Ruble,RUB,668.17,5.01E+15,20-Apr-17,-99,ÈÑÒÈÍÀ
06-3535031,Rodi,Metherell,21,721,executive vice president of sales,experienced,3,rmetherell1@mysql.com,298-273-0588,591 Kenwood Road,Baht,THB,906.00,5.54E+15,7-Jan-17,-99,ÈÑÒÈÍÀ
04-6424820,Maure,Stead,23,436,assistant store manager,expert,11,mstead2@pcworld.com,548-558-0718,5 Dapin Circle,Ruble,RUB,584.66,3.59E+15,16-May-17,-99,ÈÑÒÈÍÀ
84-3559264,Brianne,Winckle,36,769,director of inside sales,middle,5,bwinckle3@angelfire.com,347-353-8945,489 Oak Way,Ruble,RUB,780.90,2.02E+14,22-Jun-17,-99,ÈÑÒÈÍÀ
63-6945146,Garvy,Benedit,58,331,director of national sales,experienced,7,gbenedit4@upenn.edu,210-448-7951,9 Emmet Parkway,Boliviano,BOB,498.61,3.56E+15,25-Feb-17,-99,ÈÑÒÈÍÀ
28-2055427,Shem,McQuillen,50,558,director of inside sales,middle,5,smcquillen5@psu.edu,966-511-3591,4 3rd Street,Krona,SEK,727.96,3.58E+15,2-Feb-17,-99,ËÎÆÜ
64-1202892,Raquela,Crombleholme,48,131,sales coordinator,novice,3,rcrombleholme6@nifty.com,427-146-8058,62478 Mockingbird Place,Euro,EUR,383.23,2.02E+14,24-Apr-17,-99,ÈÑÒÈÍÀ
29-8847055,Michal,Silwood,53,907,financial advisor,middle,4,msilwood7@tripod.com,884-651-4937,29154 Arizona Avenue,Birr,ETB,381.27,3.58E+15,6-Nov-17,-99,ËÎÆÜ
20-2446046,Glendon,McRinn,55,886,assistant store manager,middle,8,gmcrinn8@dedecms.com,368-670-3023,392 Monterey Trail,Gourde,HTG,658.82,3.57E+15,12-Mar-17,-99,ÈÑÒÈÍÀ
51-9015478,Junina,Abells,32,119,sales representative,expert,14,jabells9@weather.com,144-654-5963,0 Scofield Pass,Krona,SEK,533.82,3.59E+15,24-Aug-17,-99,ËÎÆÜ
35-2307164,Nicholas,Cranke,55,991,executive vice president of sales,experienced,12,ncrankea@uol.com.br,635-736-5320,4882 Longview Road,Euro,EUR,953.25,5.20E+15,1-Jul-17,-99,ÈÑÒÈÍÀ
72-6164712,Claudius,Conibear,58,321,financial planner,middle,3,cconibearb@paginegialle.it,209-435-3243,73 Annamark Avenue,Yuan Renminbi,CNY,715.62,6.71E+17,13-May-17,-99,ËÎÆÜ
59-3495313,Ketty,Sheringham,48,706,financial advisor,novice,4,ksheringhamc@dyndns.org,816-640-0995,67966 Spenser Way,Euro,EUR,996.21,3.74E+14,17-Nov-17,-99,ËÎÆÜ
57-4929695,Stephan,Demongeot,32,118,director of national sales,expert,15,sdemongeotd@posterous.com,999-518-8112,976 Talmadge Parkway,Rial,YER,642.87,5.89E+17,9-Nov-17,-99,ËÎÆÜ
