Глебко;Марина;Александровна;375441332040;djax@adelite.com;52;2;1;7797323;Ивацевичи;1
Яблонская;Марина;Евгеньевна;375441332041;quiexeesho@rin.ru;38;6;0;7122724;Ивацевичи;1
Картавикова;Марина;Владимировна;375441332042;vyalyape@umr.ru;17;4;1;5718118;Ивацевичи;1
Апалько;Марина;Анатольевна;375441332043;thoot@netbox.com;21;6;1;3360181;Ивацевичи;1
Шевченко;Марина;Дмитриевна;375441332044;jjosudic@sexnarod.ru;26;7;1;7609598;Ивацевичи;1
Смаршкова;Марина;Леонидовна;375441332045;voxjezju@yahoo.com;42;2;1;1100097;Ивацевичи;1
Морозова;Марина;Григорьевна;375441332046;vyece@netman.ru;24;1;0;6088660;Ивацевичи;1
Жукова;Марина;Валерьевна;375441332047;queez@google.com;55;3;0;6008040;Ивацевичи;1
Лисовская;Марина;Леонидовна;375441332048;syifocye@chat.ru;27;10;0;4051937;Ивацевичи;1
Керзеенок;Марина;Иосифовна;375441332049;rjisyaf@netman.ru;48;4;0;1199018;Ивацевичи;1
Кисель;Марина;Иосифовна;375441332050;kiovia@yandex.ru;34;1;1;6918420;Ивацевичи;1
Белявская;Марина;Сергеевна;375441332051;shyagyo@lycos.com;57;5;0;4705376;Ивацевичи;1
Штлова;Марина;Николаевна;375441332052;viokyzh@sexnarod.ru;42;1;0;6693204;Ивацевичи;1
Сухорукова;Марина;Михайловна;375441332053;feej_1993@sexnarod.ru;55;4;0;3576421;Ивацевичи;1
Овчинникова;Марина;Станиславовна;375441332054;gieshoozyo@langoo.com;44;6;0;6853915;Ивацевичи;1
Денисова;Марина;Михайловна;375441332055;myifiul@rambler.ru;32;7;0;2078815;Ивацевичи;1
Тумилович;Марина;Ивановна;375441332056;siothji@rambler.ru;52;1;1;5285424;Ивацевичи;1
Иванова-Никитина;Марина;Николаевна;375441332057;laboocyom@rol.ru;16;6;1;1787883;Ивацевичи;1
Изепченко;Марина;Михайловна;375441332058;djuchiosyo@chat.ru;46;4;1;4534504;Ивацевичи;1
Глушакова;Марина;Олеговна;375441332059;riolioryo@narod.ru;23;7;0;7455965;Ивацевичи;1
Шнилова;Марина;Яковлевна;375441332061;gefyal@sexnarod.ru;37;1;1;4759063;Ивацевичи;1
Шалаева;Марина;Анатольевна;375441332062;rierae@mail.ru;48;2;0;5231843;Ивацевичи;1
Забрамская;Марина;Петровна;375441332063;gyzya@hob.ru;38;3;0;2556965;Ивацевичи;1
Молодкина;Марина;Анатольевна;375441332064;jiuschee@sexnarod.ru;28;9;0;5502193;Ивацевичи;1
Туровец;Марина;Михайловна;375441332065;vochyesch@yahoo.com;50;3;1;6192049;Ивацевичи;1
Томашевич;Марина;Петровна;375441332066;kyasjevoo@hob.ru;59;7;1;7021912;Ивацевичи;1
Плясунова;Марина;Владимировна;375441332067;vjod@adelite.com;48;2;1;2521847;Ивацевичи;1
Реш;Марина;Васильевна;375441332068;kjanjir@pop3.ru;16;4;0;4065954;Ивацевичи;1
Уманская;Марина;Александровна;375441332069;giushouchoo@yahoo.com;53;5;1;6524877;Ивацевичи;1
Харченко;Марина;Валерьевна;375441332070;shechu@yandex.ru;29;1;1;7609101;Ивацевичи;1
Мельникова;Марина;Павловна;375441332071;hochol@softhome.com;48;10;1;7413150;Ивацевичи;1
Бабаева;Марина;Викторовна;375441332072;bjofu@yahoo.com;49;10;0;6196509;Ивацевичи;1
Кондратенко;Марина;Анатольевна;375441332073;kooshee@rin.ru;51;4;1;7634615;Ивацевичи;1
Маханкина;Марина;Михайловна;375441332074;fysjuhyo@nettaxi.com;37;9;1;1414871;Ивацевичи;1
Левицкая;Марина;Александровна;375441332075;zjep@max.ru;59;0;1;4769379;Ивацевичи;1
Рябычена;Марина;Сергеевна;375441332076;xaeth@land.ru;47;8;1;5421811;Ивацевичи;1
Ковалева;Марина;Геннадьевна;375441332077;dyashiolae@smtp.ru;33;4;0;4372233;Ивацевичи;1
Исаева;Марина;Владимировна;375441332078;kiakie@nettaxi.com;46;0;1;4828829;Ивацевичи;1
Волкова;Марина;Евгеньевна;375441332079;jodjupye@xaker.ru;47;9;0;7268588;Ивацевичи;1
Безверхая;Марина;Сергеевна;375441332080;veez@mnogo.ru;56;4;0;2362986;Ивацевичи;1
Мартынкова;Марина;Владимировна;375441332081;zuban@narod.ru;58;3;0;6399956;Ивацевичи;1
Селифонтова;Марина;Вадимовна;375441332084;mialeem@usa.net;60;2;0;6999966;Ивацевичи;1
Казакова;Марина;Валерьевна;375441332085;gyizaesyi@infobiz.com;27;6;1;7894381;Ивацевичи;1
Довбыш;Марина;Александровна;375441332086;gjameego@rambler.ru;34;3;0;7065011;Ивацевичи;1
Лысова;Марина;Викторовна;375441332087;chyochyi@langoo.com;29;9;0;7024061;Ивацевичи;1
